issue_number,url,state,title,existing_classification,proposed_labels,has_controls,observed_dimensions_exact_match,context_shortened,inference_seconds
151,https://github.com/microsoft/apm/issues/151,closed,[FEATURE] apm install from local folder path,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.72307382299999
152,https://github.com/microsoft/apm/issues/152,closed,[cli-consistency] CLI Consistency Report — 2026-03-04,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.935805725000023
153,https://github.com/microsoft/apm/issues/153,closed,[BUG] Compilation fails on applyTo patterns with multiple brace groups,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/package-authoring;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/performance;type/refactor,True,False,True,44.09477263000002
154,https://github.com/microsoft/apm/issues/154,closed,[BUG] Compilation extremely slow on projects with apm_modules dependencies,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,24.39854440900001
156,https://github.com/microsoft/apm/issues/156,closed,Consider task-oriented framing for agent examples instead of persona/job-title patterns,,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,False,,True,43.348552719
158,https://github.com/microsoft/apm/issues/158,closed,[BUG] Substring matching in default directory exclusions causes false positives,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.20814696399998
164,https://github.com/microsoft/apm/issues/164,closed,refactor: unified `deployed_files` manifest — safe integration lifecycle,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,54.64977360600005
165,https://github.com/microsoft/apm/issues/165,closed,[BUG] Registry lookup returns wrong server when multiple servers share the same slug,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.815948184000035
168,https://github.com/microsoft/apm/issues/168,closed,[Test Improver] Monthly Activity 2026-03,area/testing;type/automation,area/ci-cd;area/cli;area/content-security;area/distribution;area/enterprise;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/docs;type/feature;type/release,True,False,True,43.93064858399998
171,https://github.com/microsoft/apm/issues/171,closed,[FEATURE] Performance optimization for deep dependency trees,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.651597390000006
172,https://github.com/microsoft/apm/issues/172,closed,Refactor cli.py and apm_package.py into focused modules,type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.54123005600002
174,https://github.com/microsoft/apm/issues/174,closed,[cli-consistency] CLI Consistency Report — 2026-03-05,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,24.030243670000004
175,https://github.com/microsoft/apm/issues/175,closed,feat: GitHub Agentic Workflows integration — agent primitive packaging for CI,type/feature,area/ci-cd;area/cli;area/distribution;area/enterprise;area/marketplace;area/mcp-config;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/docs;type/feature;type/refactor;type/release,True,False,True,43.312568768999995
179,https://github.com/microsoft/apm/issues/179,closed,[BUG] set() builtin shadowed by Click command + sparse checkout fetches wrong ref,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.206485079000004
185,https://github.com/microsoft/apm/issues/185,closed,[FEATURE] Clean up tearDown patterns in unit tests (gc.collect + sleep),type/feature,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,54.26677742300001
187,https://github.com/microsoft/apm/issues/187,closed,[cli-consistency] CLI Consistency Report — 2026-03-06,area/cli;type/automation;type/docs,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,29.829419416000007
189,https://github.com/microsoft/apm/issues/189,closed,[BUG] `apm install <pkg>` reinstalls all MCP servers even when already configured,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.94308163300002
190,https://github.com/microsoft/apm/issues/190,closed,[BUG] `apm install --update` does not update subdirectory packages (wrong Git remote in cached clone),type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,30.741611463000027
194,https://github.com/microsoft/apm/issues/194,closed,[Test Improver] Monthly Activity 2026-03,area/testing;type/automation,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.36101462099998
198,https://github.com/microsoft/apm/issues/198,closed,`apm install --update` fetches stale package content (locked commit SHA override),type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,24.518292486000007
203,https://github.com/microsoft/apm/issues/203,closed,[BUG] Progress bars stuck at 20% during install/update for subdirectory packages,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,43.02900516700004
204,https://github.com/microsoft/apm/issues/204,closed,[BUG] Progress bars stuck at 20% during install/update for subdirectory packages,type/bug,area/audit-policy;area/ci-cd;area/cli;area/content-security;area/distribution;area/docs-site;area/enterprise;area/lockfile;area/marketplace;area/mcp-config;area/mcp-trust;area/multi-target;area/package-authoring;area/testing;theme/governance;theme/portability;theme/security;type/architecture;type/automation;type/bug;type/docs;type/feature;type/performance;type/refactor;type/release,True,False,True,44.14641489999997
